u,v,key,osmid,oneway,lanes,ref,name,highway,maxspeed,length,geometry,bridge,access,tunnel,junction
65325009,65362987,0,"[1030297701, 1030297702, 24335441, 766805266, 397118327]",TRUE,"['2', '4', '5', '3']",,Mission Street,secondary,,180.236,"LINESTRING (-122.4171256 37.7743254, -122.417233 37.774269, -122.4174877 37.7740634, -122.4175174 37.7740394, -122.4175988 37.7739734, -122.4177612 37.773842, -122.4179025 37.7737287, -122.4181195 37.7735532, -122.4182546 37.7734446, -122.4185725 37.7731799)",,,,
65325009,65351748,0,"[766805262, 27029263]",FALSE,,,Mission Street,secondary,,149.584,"LINESTRING (-122.4171256 37.7743254, -122.4169709 37.774448, -122.4163434 37.774945, -122.4159234 37.7752776)",,,,
65325009,1723738832,0,"[8917791, 417087260, 417087270, 766805263]",FALSE,2,,11th Street,tertiary,,192.575,"LINESTRING (-122.4171256 37.7743254, -122.4174418 37.7745773, -122.4174891 37.774615, -122.4179064 37.7749475, -122.4182954 37.7752574, -122.4183513 37.7753014, -122.4184469 37.7753781, -122.4185533 37.7754603, -122.4185953 37.7754958, -122.4186749 37.7755496)",,,,
65325009,65319565,0,"[766805264, 417087254, 24335439]",FALSE,"['2', '3']",,11th Street,tertiary,,66.535,"LINESTRING (-122.4171256 37.7743254, -122.4169072 37.7741518, -122.4167884 37.7740575, -122.4167144 37.7739987, -122.4165917 37.7739012)",,,,
65325013,65319565,0,24335439,FALSE,2,,11th Street,tertiary,,57.842,"LINESTRING (-122.4161272 37.7735327, -122.4165917 37.7739012)",,,,
65325013,65306840,0,24335439,FALSE,2,,11th Street,tertiary,,68.328,"LINESTRING (-122.4161272 37.7735327, -122.4157821 37.7732589, -122.4155785 37.7730974)",,,,
65325013,65325208,0,47170567,TRUE,,,Natoma Street,residential,,149.813,"LINESTRING (-122.4161272 37.7735327, -122.4155105 37.7740196, -122.4154666 37.7740543, -122.4149212 37.7744848)",,,,
65325032,6925582021,0,51392400,FALSE,,,Mission Street,secondary,,25.62,"LINESTRING (-122.4064956 37.7827293, -122.4062888 37.7828917)",,,,
65325032,65319532,0,"[964199564, 88572895]",FALSE,3,,5th Street,tertiary,,66.462,"LINESTRING (-122.4064956 37.7827293, -122.4062328 37.7825207, -122.4059505 37.7823152)",,,,
65325032,65321839,0,88572932,FALSE,,,Mission Street,secondary,,84.587,"LINESTRING (-122.4064956 37.7827293, -122.4066434 37.782613, -122.406982 37.7823466, -122.4071777 37.7821926)",,,,
65325032,65313131,0,"[721726242, 688508137, 739669067, 772766540, 85789165, 85789166]",FALSE,4,,"['5th Street', 'Cyril Magnin Street']",tertiary,,264.909,"LINESTRING (-122.4064956 37.7827293, -122.4066477 37.7828532, -122.4067005 37.7828962, -122.4070277 37.7831628, -122.40719 37.783295, -122.4074809 37.783532, -122.4078925 37.7838678, -122.4079469 37.7839117, -122.4080567 37.7840012, -122.4080709 37.7840127, -122.4080871 37.7840247, -122.4081894 37.7841009, -122.4082827 37.7841754, -122.4083776 37.7842515, -122.4084295 37.7842934, -122.4084857 37.7843389, -122.4085094 37.7843636, -122.408523 37.7843896, -122.4085294 37.784422, -122.4085318 37.7844618)",yes,,,
65325041,65353927,0,8920281,TRUE,,,Shipley Street,residential,,128.839,"LINESTRING (-122.4028554 37.7798298, -122.4031686 37.779588, -122.4038964 37.779014)",,,,
65325041,65325050,0,214545530,FALSE,4,,5th Street,secondary,,58.817,"LINESTRING (-122.4028554 37.7798298, -122.4027175 37.7797204, -122.4025378 37.7795764, -122.4023838 37.7794545)",,,,
65325041,65317544,0,214545530,FALSE,4,,5th Street,secondary,,68.4,"LINESTRING (-122.4028554 37.7798298, -122.4030341 37.7799724, -122.4030986 37.7800213, -122.4031408 37.7800582, -122.403222 37.7801223, -122.4032861 37.7801739, -122.403317 37.7801985, -122.403403 37.7802668)",,,,
65325050,65351780,0,8922291,TRUE,,,Clara Street,residential,,276.429,"LINESTRING (-122.4023838 37.7794545, -122.4020662 37.7797052, -122.4014389 37.7802004, -122.4013118 37.7803008, -122.4005067 37.7809365, -122.4002395 37.7811475, -122.4001585 37.7812114)",,,,
65325050,65281916,0,214545530,FALSE,4,,5th Street,secondary,,65.699,"LINESTRING (-122.4023838 37.7794545, -122.4021926 37.7793021, -122.401857 37.7790353)",,,,
65325050,65325041,0,214545530,FALSE,4,,5th Street,secondary,,58.817,"LINESTRING (-122.4023838 37.7794545, -122.4025378 37.7795764, -122.4027175 37.7797204, -122.4028554 37.7798298)",,,,
65325061,65334473,0,"[1089572945, 739664234, 143617587, 681295116]",FALSE,"['5', '3']",,Townsend Street,tertiary,,269.551,"LINESTRING (-122.3972398 37.7753545, -122.3971517 37.7754246, -122.3971105 37.7754569, -122.3968943 37.775626, -122.3968521 37.7756592, -122.3967812 37.7757149, -122.3959132 37.7763907, -122.3956625 37.7765862, -122.3951464 37.7769895, -122.3950973 37.7770286, -122.3950575 37.7770577)",,,,
65325061,65293797,0,"[982106432, 442572412, 442572413]",FALSE,"['2', '3']",,Townsend Street,tertiary,25 mph,272.166,"LINESTRING (-122.3972398 37.7753545, -122.3973359 37.7752781, -122.3973553 37.7752627, -122.3974875 37.7751576, -122.39786 37.7748614, -122.3979451 37.7747937, -122.398284 37.7745241, -122.3986663 37.7742199, -122.3991268 37.7738534, -122.3993473 37.7736853, -122.3993744 37.7736631, -122.3993947 37.7736466, -122.3994254 37.7736207)",,,,
65325061,65324087,0,"[1089572944, 674189179]",FALSE,4,,5th Street,tertiary,,94.588,"LINESTRING (-122.3972398 37.7753545, -122.3973523 37.7754418, -122.3976745 37.7757002, -122.3979976 37.7759585)",,,,
65325067,300662244,0,37177689,FALSE,2,,Berry Street,residential,,360.817,"LINESTRING (-122.395587 37.7740429, -122.395694 37.7739582, -122.3959305 37.773771, -122.3962057 37.7735532, -122.3964204 37.7733833, -122.3966343 37.773214, -122.3966674 37.7731878, -122.3967716 37.7731053, -122.3968039 37.7730797, -122.3969549 37.7729602, -122.3975271 37.7725074, -122.3976908 37.7723777, -122.3978433 37.7722571, -122.398295 37.7718995, -122.3983608 37.7718475, -122.398405 37.7718124, -122.3984879 37.7717469)",,,,
65325067,65355330,0,455459506,FALSE,,,5th Street,residential,,72.727,"LINESTRING (-122.395587 37.7740429, -122.3956511 37.7740919, -122.3960852 37.7744236, -122.3961819 37.7744975)",,,,
65325067,666571226,0,987141689,FALSE,2,,Berry Street,residential,,268.325,"LINESTRING (-122.395587 37.7740429, -122.3954843 37.7741197, -122.3954536 37.7741426, -122.394732 37.7746805, -122.3944713 37.7748858, -122.3940843 37.7751905, -122.3937727 37.7754359, -122.3935069 37.7756458, -122.3934889 37.7756599, -122.393467 37.7756766, -122.3934042 37.7757296)",,,,
65325208,65306838,0,27029264,TRUE,4,,10th Street,secondary,25 mph,69.119,"LINESTRING (-122.4149212 37.7744848, -122.414368 37.774043)",,,,
65325211,65306842,0,8921849,TRUE,,,Lafayette Street,residential,,66.868,"LINESTRING (-122.4169304 37.7728161, -122.4163229 37.7724541)",,,,
65325211,65325013,0,47170567,TRUE,,,Natoma Street,residential,,106.457,"LINESTRING (-122.4169304 37.7728161, -122.4161272 37.7735327)",,,,
65325211,65325213,0,25371463,FALSE,,,Natoma Street,residential,,48.785,"LINESTRING (-122.4169304 37.7728161, -122.4170001 37.7727483, -122.4170648 37.7726786, -122.4172534 37.7724596)",,,,
65325213,65325211,0,25371463,FALSE,,,Natoma Street,residential,,48.785,"LINESTRING (-122.4172534 37.7724596, -122.4170648 37.7726786, -122.4170001 37.7727483, -122.4169304 37.7728161)",,,,
65325363,295811049,0,225847519,TRUE,,,,secondary_link,,47.613,"LINESTRING (-122.4164247 37.7777508, -122.4165352 37.7777365, -122.4167958 37.7777013, -122.4169584 37.7776774)",,,,
65325363,65354417,0,225847523,TRUE,3,,Larkin Street,secondary,,104.368,"LINESTRING (-122.4164247 37.7777508, -122.4164376 37.7778123, -122.4165232 37.7782199, -122.4165976 37.7785728, -122.4166194 37.7786767)",,,,
65325366,258758039,0,397115949,TRUE,4,,Hayes Street,secondary,,137.594,"LINESTRING (-122.4180638 37.7775161, -122.4181742 37.7775019, -122.4195262 37.7773279, -122.419609 37.7773172)",,,,
65325366,4061762656,0,"[417242642, 571967387, 399138119]",TRUE,2,,Polk Street,"['secondary', 'tertiary']",25 mph,131.8,"LINESTRING (-122.4180638 37.7775161, -122.4180479 37.7774373, -122.4179477 37.7769408, -122.4179336 37.7768873, -122.4179153 37.7768461, -122.4178877 37.7768055, -122.4178451 37.7767661, -122.417791 37.7767271, -122.4176842 37.7766594, -122.4176675 37.7766504, -122.4175696 37.7765894, -122.4175278 37.7765629, -122.4175125 37.7765532, -122.4174973 37.7765422, -122.4174506 37.7765059)",,,,
65325369,65325371,0,142972026,FALSE,4,,Hayes Street,secondary,,136.74,"LINESTRING (-122.4198155 37.7772914, -122.4199029 37.7772795, -122.4201859 37.7772431, -122.421351 37.7770933)",,,,
65325369,65354072,0,771491493,TRUE,3,US 101,Van Ness Avenue,trunk,25 mph,104.427,"LINESTRING (-122.4198155 37.7772914, -122.4197942 37.7772187, -122.4196858 37.7767298, -122.4196287 37.7764512, -122.4196128 37.7763662)",,,,
65325371,65324337,0,514535080,TRUE,3,,Franklin Street,secondary,25 mph,52.856,"LINESTRING (-122.421351 37.7770933, -122.421445 37.7775628)",,,,
65325371,65325369,0,142972026,FALSE,4,,Hayes Street,secondary,,136.74,"LINESTRING (-122.421351 37.7770933, -122.4201859 37.7772431, -122.4199029 37.7772795, -122.4198155 37.7772914)",,,,
65325371,5352469999,0,"[154648297, 514535079]",FALSE,3,,Hayes Street,secondary,,146.418,"LINESTRING (-122.421351 37.7770933, -122.4225211 37.77695, -122.4229968 37.7768892)",,,,
65325378,65324344,0,30832402,FALSE,2,,Webster Street,secondary,,52.334,"LINESTRING (-122.4295724 37.7760523, -122.4295904 37.7761409, -122.4296668 37.776517)",,,,
65325378,65328198,0,30832402,FALSE,2,,Webster Street,secondary,,52.541,"LINESTRING (-122.4295724 37.7760523, -122.4295569 37.7759739, -122.4294773 37.7755858)",,,,
65325378,65325380,0,225853136,FALSE,,,Hayes Street,residential,,146.272,"LINESTRING (-122.4295724 37.7760523, -122.4296779 37.7760387, -122.4299246 37.7760075, -122.4309246 37.7758802, -122.4311204 37.7758551, -122.4312155 37.7758432)",,,,
65325378,65292701,0,225853136,FALSE,,,Hayes Street,residential,,146.397,"LINESTRING (-122.4295724 37.7760523, -122.4294773 37.7760643, -122.4292075 37.7760987, -122.4281991 37.7762271, -122.4280298 37.7762516, -122.427928 37.7762616)",,,,
65325380,265689221,0,225853136,FALSE,,,Hayes Street,residential,,146.637,"LINESTRING (-122.4312155 37.7758432, -122.4313257 37.7758291, -122.4314974 37.7758073, -122.4325239 37.7756767, -122.4327642 37.775646, -122.4328627 37.7756336)",,,,
65325380,65325378,0,225853136,FALSE,,,Hayes Street,residential,,146.272,"LINESTRING (-122.4312155 37.7758432, -122.4311204 37.7758551, -122.4309246 37.7758802, -122.4299246 37.7760075, -122.4296779 37.7760387, -122.4295724 37.7760523)",,,,
65325380,65356398,0,505747573,FALSE,2,,Fillmore Street,residential,,105.08,"LINESTRING (-122.4312155 37.7758432, -122.4312335 37.7759297, -122.4312666 37.7760964, -122.4313887 37.7767052, -122.4314038 37.7767764)",,,,
65325380,65354073,0,505747573,FALSE,2,,Fillmore Street,residential,,104.854,"LINESTRING (-122.4312155 37.7758432, -122.4311982 37.77576, -122.4311639 37.7755854, -122.4310456 37.7749993, -122.4310276 37.774912)",,,,
65325654,3386704350,0,"[417087489, 417087474, 26943484]",TRUE,"['4', '5', '3']",US 101,Mission Street,trunk,25 mph,178.878,"LINESTRING (-122.4196463 37.7710109, -122.4195799 37.77118, -122.4195131 37.7713391, -122.4194363 37.7715099, -122.4194111 37.7715626, -122.4193501 37.7716901, -122.4192611 37.7718668, -122.4192067 37.7719683, -122.4191686 37.7720393, -122.4191273 37.7721009, -122.4190149 37.7722684, -122.41898 37.7723204, -122.4188648 37.7724921)",,,,
65325715,65324701,0,"[215819141, 674483788, 674483789, 8917778, 215819163]",FALSE,,,Bayside Village Place,unclassified,5 mph,223.599,"LINESTRING (-122.3902434 37.7856706, -122.390215 37.7856482, -122.389931 37.7854253, -122.3897379 37.7852737, -122.3897236 37.7852625, -122.3896887 37.7852289, -122.3896652 37.7851811, -122.3896631 37.7851213, -122.3896898 37.7850715, -122.3897021 37.78506, -122.3897349 37.7850293, -122.3897606 37.7849929, -122.3897772 37.784955, -122.3897819 37.7849294, -122.3897646 37.7848927, -122.3897381 37.7848606, -122.3897204 37.7848103, -122.3897179 37.7847633, -122.3897439 37.7847269, -122.389767 37.7847086, -122.3899496 37.7845641, -122.3901329 37.7844191, -122.3904199 37.7841921, -122.3904966 37.7841314)",,,,
65325715,65290185,0,43100046,FALSE,2,,Delancey Street,residential,,83.057,"LINESTRING (-122.3902434 37.7856706, -122.3896939 37.7861116, -122.3896881 37.7861162, -122.3896503 37.786234)",,,,
65325725,65315463,0,673996018,FALSE,,,Delancey Street,residential,,115.06,"LINESTRING (-122.3889396 37.7828801, -122.3897535 37.7835379, -122.3897723 37.7835531, -122.389855 37.7836199)",,,,
65326533,65326536,0,8917959,FALSE,,,Laskie Street,residential,,96.189,"LINESTRING (-122.4148936 37.7773181, -122.4146017 37.7770869, -122.4144972 37.7770041, -122.4141205 37.7767058)",,,,
65326536,65326533,0,8917959,FALSE,,,Laskie Street,residential,,96.189,"LINESTRING (-122.4141205 37.7767058, -122.4144972 37.7770041, -122.4146017 37.7770869, -122.4148936 37.7773181)",,,,
65326536,65339089,0,"[417087485, 88572887]",FALSE,,,Mission Street,secondary,,74.208,"LINESTRING (-122.4141205 37.7767058, -122.4142816 37.7765782, -122.4144201 37.7764685, -122.4144722 37.7764272, -122.4147169 37.7762334)",,,,
65326536,65363166,0,88572887,FALSE,,,Mission Street,secondary,,117.665,"LINESTRING (-122.4141205 37.7767058, -122.4134205 37.7772604, -122.41326 37.7773875, -122.4131749 37.7774549)",,,,
65326695,65297244,0,8917984,FALSE,,,Mason Street,residential,,105.973,"LINESTRING (-122.4141826 37.8084268, -122.4141678 37.8083562, -122.4140047 37.807571, -122.4139892 37.8074861)",,,,
65326695,65344021,0,"[513889584, 417233188]",FALSE,3,,Jefferson Street,tertiary,,144.165,"LINESTRING (-122.4141826 37.8084268, -122.4142661 37.8084163, -122.4153113 37.8082842, -122.4153638 37.8082775, -122.4157227 37.8082321, -122.4158033 37.8082236)",,,,
65326695,2071244791,0,"[27400588, 659132495]",FALSE,,,Jefferson Street,tertiary,,147.019,"LINESTRING (-122.4141826 37.8084268, -122.4140907 37.8084385, -122.4133492 37.8085321, -122.4129889 37.8085778, -122.4128909 37.8085896, -122.4127844 37.8085998, -122.4127071 37.8086044, -122.4126264 37.8086014, -122.4125827 37.8085953, -122.4125285 37.8085859)",,,,
65326698,65297244,0,143666208,FALSE,,,Mason Street,residential,,104.039,"LINESTRING (-122.4138032 37.8065621, -122.4138279 37.8066691, -122.4138785 37.8069255, -122.413975 37.8074145, -122.4139812 37.8074454, -122.4139892 37.8074861)",,,,
65326698,65296810,0,143666209,FALSE,,,Mason Street,residential,,105.066,"LINESTRING (-122.4138032 37.8065621, -122.4137841 37.8064827, -122.4136414 37.8057314, -122.4136195 37.8056285)",,,,
65326698,65332866,0,254299125,FALSE,,,North Point Street,tertiary,,146.126,"LINESTRING (-122.4138032 37.8065621, -122.4136999 37.8065751, -122.413506 37.8065993, -122.4134122 37.8066111, -122.412272 37.8067538, -122.4121604 37.8067678)",,,,
65326698,65333356,0,255168048,FALSE,,,North Point Street,tertiary,,146.431,"LINESTRING (-122.4138032 37.8065621, -122.4139207 37.8065474, -122.4139832 37.8065396, -122.414181 37.8065147, -122.4147886 37.8064387, -122.4153509 37.8063682, -122.4154494 37.8063559)",,,,
65326700,65364443,0,91185870,FALSE,,,Lombard Street,residential,,60.906,"LINESTRING (-122.4130357 37.8028365, -122.4135385 37.8027729, -122.4136556 37.8027594, -122.4137205 37.8027514)",,,,
65326700,65332861,0,148846999,FALSE,,,Lombard Street,residential,,144.677,"LINESTRING (-122.4130357 37.8028365, -122.4123125 37.8029266, -122.4115126 37.8030263, -122.4114091 37.8030392)",,,,
65326700,65317128,0,399163470,FALSE,,,Mason Street,residential,,104.205,"LINESTRING (-122.4130357 37.8028365, -122.4130654 37.8029089, -122.4132377 37.8037591)",,,,
65326702,65326703,0,30029703,FALSE,,,Mason Street,unclassified,,32.926,"LINESTRING (-122.412908 37.802184, -122.4129023 37.802153, -122.4128805 37.8020214, -122.4128557 37.8018908)",,,,
65326702,65364443,0,30029708,FALSE,,,Columbus Avenue,secondary,25 mph,95.271,"LINESTRING (-122.412908 37.802184, -122.4129294 37.8021987, -122.4135378 37.802623, -122.4136298 37.8026876, -122.4137205 37.8027514)",,,,
65326702,330669727,0,30030100,TRUE,2,,Columbus Avenue,secondary,25 mph,39.991,"LINESTRING (-122.412908 37.802184, -122.412725 37.8020051, -122.4126034 37.8019181)",,,,
65326703,65323322,0,30029703,FALSE,,,Mason Street,unclassified,,51.08,"LINESTRING (-122.4128557 37.8018908, -122.4128451 37.8018343, -122.4127704 37.8014364)",,,,
65326703,65326702,0,30029703,FALSE,,,Mason Street,unclassified,,32.926,"LINESTRING (-122.4128557 37.8018908, -122.4128805 37.8020214, -122.4129023 37.802153, -122.412908 37.802184)",,,,
65326703,330669727,0,48211195,TRUE,,,Greenwich Street,residential,,22.382,"LINESTRING (-122.4128557 37.8018908, -122.4128357 37.801892, -122.412709 37.8019042, -122.4126034 37.8019181)",,,,
65326703,65336082,0,48211196,FALSE,,,Greenwich Street,residential,,146.855,"LINESTRING (-122.4128557 37.8018908, -122.4128721 37.8018889, -122.4129616 37.8018886, -122.413689 37.801797, -122.4145075 37.8016939)",,,,
65326706,65299342,0,30029703,FALSE,,,Mason Street,unclassified,,105.155,"LINESTRING (-122.4122983 37.7991047, -122.4122837 37.7990332, -122.4121249 37.798252, -122.4121084 37.798171)",,,,
65326706,65312662,0,30029703,FALSE,,,Mason Street,unclassified,,104.897,"LINESTRING (-122.4122983 37.7991047, -122.4123144 37.7991868, -122.4124209 37.799727, -122.4124685 37.7999646, -122.412483 37.8000367)",,,,
65326706,612031523,0,"[588340585, 588340586, 588340587]",FALSE,,,Green Street,residential,,146.292,"LINESTRING (-122.4122983 37.7991047, -122.4123128 37.7991028, -122.4124076 37.7990887, -122.4138375 37.7989123, -122.4139428 37.7988991)",,,,
65326706,65332853,0,"[588340587, 588340588, 923797389]",FALSE,,,Green Street,residential,,145.674,"LINESTRING (-122.4122983 37.7991047, -122.4122778 37.7991073, -122.4122241 37.7991145, -122.4121852 37.7991189, -122.4119431 37.7991491, -122.4114483 37.7992109, -122.4107742 37.7992952, -122.4106607 37.7993094)",,,,
65326714,65332847,0,24335485,FALSE,,,Pacific Avenue,residential,,145.653,"LINESTRING (-122.4117304 37.7962957, -122.4117117 37.7962979, -122.4116512 37.7963056, -122.411609 37.7963109, -122.4109143 37.7963987, -122.410538 37.7964463, -122.4102494 37.7964828, -122.4100935 37.7965025)",,,,
65326714,295185200,0,133376113,FALSE,,,Mason Street,unclassified,,80.162,"LINESTRING (-122.4117304 37.7962957, -122.4117436 37.7963618, -122.4118652 37.7969705, -122.4118726 37.7970078)",,,,
65326714,7233543554,0,133376114,FALSE,,,Mason Street,unclassified,,99.861,"LINESTRING (-122.4117304 37.7962957, -122.4117192 37.7962434, -122.4116366 37.7958563, -122.4115708 37.7954706, -122.4115608 37.7954118, -122.41156 37.7954079)",,,,
65326714,65343985,0,399142440,FALSE,,,Pacific Avenue,residential,,146.316,"LINESTRING (-122.4117304 37.7962957, -122.411749 37.7962936, -122.411837 37.7962825, -122.4118629 37.7962792, -122.4125519 37.7961932, -122.4128174 37.7961589, -122.4132484 37.7961047, -122.4133749 37.7960888)",,,,
65326722,65332836,0,91182066,TRUE,,,Washington Street,residential,,146.254,"LINESTRING (-122.4113795 37.7945246, -122.4112939 37.7945358, -122.4112279 37.7945445, -122.4105571 37.7946325, -122.4102395 37.7946746, -122.4100807 37.794695, -122.4098527 37.7947249, -122.4097375 37.79474)",,,,
65326722,7233543554,0,133376114,FALSE,,,Mason Street,unclassified,,99.491,"LINESTRING (-122.4113795 37.7945246, -122.411393 37.7945909, -122.4113978 37.7946146, -122.4115515 37.7953661, -122.41156 37.7954079)",,,,
65326726,65326722,0,29059495,TRUE,,,Mason Street,residential,,98.651,"LINESTRING (-122.4112041 37.7936483, -122.4112875 37.7940647, -122.4113699 37.7944768, -122.411379 37.7945223, -122.4113795 37.7945246)",,,,
65326726,65332833,0,461084153,TRUE,1,,Clay Street,residential,,146.873,"LINESTRING (-122.4112041 37.7936483, -122.4108542 37.7936928, -122.4103768 37.7937536, -122.4099377 37.7938096, -122.4099109 37.7938133, -122.4097003 37.7938398, -122.4096599 37.7938449, -122.4095691 37.7938565, -122.4095539 37.7938585)",,,,
65326736,65319946,0,27166466,TRUE,2,,Mason Street,residential,,104.785,"LINESTRING (-122.4106394 37.7908839, -122.4106183 37.7907782, -122.4105442 37.7904079, -122.4104719 37.7900465, -122.4104699 37.7900365, -122.4104533 37.7899531)",,,,
65326736,65343967,0,502795940,TRUE,4,,Pine Street,secondary,30 mph,146.656,"LINESTRING (-122.4106394 37.7908839, -122.410999 37.7908382, -122.4122872 37.7906745)",,,,
65326740,65334120,0,84734271,TRUE,4,,Geary Street,secondary,20 mph,146.54,"LINESTRING (-122.4098893 37.7871562, -122.4115357 37.7869469)",,,,
65326740,65317945,0,968937447,TRUE,,,Mason Street,residential,20 mph,105.28,"LINESTRING (-122.4098893 37.7871562, -122.4097908 37.7866698, -122.4097584 37.7865096, -122.4097 37.7862213)",,,,
65326742,65326744,0,1035093273,TRUE,2,,Mason Street,residential,20 mph,104.669,"LINESTRING (-122.4095133 37.7852904, -122.4093268 37.7843607)",,,,
65326742,65333814,0,27400639,TRUE,2,,Ellis Street,tertiary,20 mph,146.511,"LINESTRING (-122.4095133 37.7852904, -122.4110575 37.785094, -122.4111594 37.7850815)",,,,
65326744,65313131,0,254448247,TRUE,,,Eddy Street,residential,,70.763,"LINESTRING (-122.4093268 37.7843607, -122.4088751 37.7844181, -122.4087207 37.7844378, -122.4085318 37.7844618)",,,,
65326744,65343958,0,"[254448250, 399138118]",TRUE,2,,"['Mason Street', 'Turk Street']","['tertiary', 'residential']",20 mph,251.213,"LINESTRING (-122.4093268 37.7843607, -122.4092138 37.7837975, -122.4091554 37.7835064, -122.4091399 37.7834292, -122.4092361 37.783417, -122.4096099 37.7833695, -122.4100685 37.7833112, -122.410784 37.7832203)",,,,
65326744,65343960,0,742976231,FALSE,3,,Eddy Street,residential,20 mph,146.433,"LINESTRING (-122.4093268 37.7843607, -122.4095214 37.784336, -122.4102223 37.7842485, -122.4106729 37.7841895, -122.4109719 37.7841515)",,,,
65327046,4018939403,0,8918017,FALSE,,,Lloyd Street,residential,,102.331,"LINESTRING (-122.4350755 37.7699028, -122.435179 37.7698897, -122.4360966 37.7697745, -122.4362253 37.7697584)",,,,
65327046,1126947954,0,8919157,FALSE,,,Scott Street,residential,,73.142,"LINESTRING (-122.4350755 37.7699028, -122.4350845 37.7699489, -122.4350873 37.7699612, -122.4351144 37.7700993, -122.4351918 37.770478, -122.435207 37.7705523)",,,,
65327046,65314390,0,8919157,FALSE,,,Scott Street,residential,,88.924,"LINESTRING (-122.4350755 37.7699028, -122.4350397 37.7697285, -122.4350112 37.7695909, -122.4349371 37.7692229, -122.4349151 37.7691132)",,,,
65327144,65308283,0,"[706533480, 771483453, 8918039]",FALSE,3,,Polk Street,secondary,20 mph,109.551,"LINESTRING (-122.4186146 37.7802716, -122.418648 37.7803917, -122.418669 37.7804963, -122.4187253 37.7807775, -122.4187539 37.7809204, -122.4187545 37.7809418, -122.4187496 37.780965, -122.4187502 37.7809901, -122.4187871 37.7811612, -122.4188105 37.7812425)",,,,
65327144,4720933147,0,"[8922072, 706533481]",FALSE,3,,Polk Street,secondary,20 mph,200.638,"LINESTRING (-122.4186146 37.7802716, -122.4185776 37.7801398, -122.4185625 37.7800637, -122.4184504 37.7795061, -122.4184264 37.7793876, -122.4184005 37.7792524, -122.4182782 37.7786181, -122.4182535 37.7784902)",,,,
65327144,65352339,0,"[399144608, 408600297, 706533479]",FALSE,5,,McAllister Street,tertiary,20 mph,138.364,"LINESTRING (-122.4186146 37.7802716, -122.4187496 37.7802546, -122.4189627 37.7802268, -122.4190101 37.7802207, -122.4195293 37.7801539, -122.4198234 37.780116, -122.4199437 37.7801005, -122.4200825 37.7800826, -122.4201696 37.7800808)",,,,
65327144,65352337,0,"[397144576, 417087467, 781828829, 133781759]",FALSE,4,,McAllister Street,tertiary,20 mph,145.153,"LINESTRING (-122.4186146 37.7802716, -122.418476 37.7802909, -122.4180816 37.7803403, -122.4175643 37.7804069, -122.4173623 37.7804329, -122.4172854 37.7804428, -122.4171187 37.7804645, -122.4170746 37.7804727, -122.4169901 37.7804986)",,,,
65327150,65327151,0,397170089,FALSE,2,,Polk Street,tertiary,20 mph,104.959,"LINESTRING (-122.419005 37.7821738, -122.4191918 37.7831061)",,,,
65327150,65308283,0,446233234,FALSE,3,,Polk Street,tertiary,20 mph,104.978,"LINESTRING (-122.419005 37.7821738, -122.4189114 37.7817066, -122.4188915 37.781609, -122.4188389 37.7813461, -122.4188363 37.7813318, -122.4188105 37.7812425)",,,,
65327150,258758555,0,686250338,TRUE,3,,Turk Street,secondary,20 mph,137.498,"LINESTRING (-122.419005 37.7821738, -122.4193917 37.7821243, -122.420467 37.7819865, -122.4205488 37.7819733)",,,,
65327151,65327150,0,397170089,FALSE,2,,Polk Street,tertiary,20 mph,104.959,"LINESTRING (-122.4191918 37.7831061, -122.419005 37.7821738)",,,,
65327151,65354421,0,225847513,FALSE,,,Eddy Street,residential,20 mph,146.317,"LINESTRING (-122.4191918 37.7831061, -122.4190361 37.7831259, -122.418831 37.783152, -122.4179191 37.7832679, -122.4177932 37.7832839, -122.417548 37.7833151)",,,,
65327151,65327154,0,225847532,FALSE,2,,Polk Street,tertiary,20 mph,104.776,"LINESTRING (-122.4191918 37.7831061, -122.4192872 37.7835744, -122.4193813 37.7840364)",,,,
65327151,258758552,0,"[771447675, 86303758]",FALSE,,,Eddy Street,residential,20 mph,136.441,"LINESTRING (-122.4191918 37.7831061, -122.4198337 37.7830245, -122.4201859 37.7829797, -122.4203174 37.7829629, -122.4204322 37.7829483, -122.4206196 37.7829245, -122.4206555 37.7829199, -122.4207247 37.7829114)",,,,
65327154,65327151,0,225847532,FALSE,2,,Polk Street,tertiary,20 mph,104.776,"LINESTRING (-122.4193813 37.7840364, -122.4192872 37.7835744, -122.4191918 37.7831061)",,,,
65327154,65333834,0,254758120,FALSE,,,Ellis Street,residential,20 mph,146.485,"LINESTRING (-122.4193813 37.7840364, -122.4187226 37.7841202, -122.4177356 37.7842457)",,,,
65327154,65317957,0,"[781130063, 277451471]",FALSE,2,,Polk Street,tertiary,20 mph,105.447,"LINESTRING (-122.4193813 37.7840364, -122.4194125 37.7841911, -122.4194757 37.7845048, -122.4195701 37.7849729)",,,,
65327154,258758553,0,502825982,TRUE,3,,Ellis Street,residential,20 mph,135.915,"LINESTRING (-122.4193813 37.7840364, -122.4208435 37.7838505, -122.4209082 37.783842)",,,,
65327158,258758551,0,225847517,TRUE,3,,Geary Street,secondary,20 mph,136.23,"LINESTRING (-122.4197566 37.7859027, -122.4212207 37.785718, -122.4212872 37.7857085)",,,,
65327158,65314173,0,225847531,FALSE,2,,Polk Street,tertiary,20 mph,104.728,"LINESTRING (-122.4197566 37.7859027, -122.4198505 37.7863746, -122.4199449 37.7868327)",,,,
