u,v,key,osmid,oneway,lanes,ref,name,highway,maxspeed,length,geometry,bridge,access,tunnel,junction
65295314,65326736,0,27166466,TRUE,2,,Mason Street,residential,,107.413,"LINESTRING (-122.4108302 37.791838, -122.4108295 37.7918286, -122.4108124 37.7917475, -122.4108074 37.7917238, -122.4107711 37.7915424, -122.4106608 37.7909908, -122.4106394 37.7908839)",,,,
65295314,65307389,0,29059494,FALSE,,,Mason Street,residential,,104.531,"LINESTRING (-122.4108302 37.791838, -122.4108338 37.7918552, -122.4108552 37.7919581, -122.4109031 37.7921877, -122.4109629 37.792475, -122.4110112 37.7927065, -122.4110273 37.792765)",,,,
65295314,65295320,0,91181760,FALSE,,,California Street,tertiary,,80.185,"LINESTRING (-122.4108302 37.791838, -122.4109467 37.7918234, -122.411103 37.7918038, -122.4117314 37.7917247)",,,,
65295314,6319217963,0,674757876,FALSE,,,California Street,tertiary,,142.025,"LINESTRING (-122.4108302 37.791838, -122.4107296 37.791851, -122.4104547 37.791888, -122.4096682 37.7919878, -122.4093066 37.7920344, -122.409235 37.7920436)",,,,
65295320,65295324,0,91181760,FALSE,,,California Street,tertiary,,66.598,"LINESTRING (-122.4117314 37.7917247, -122.412385 37.7916425, -122.4124799 37.7916306)",,,,
65295320,65295314,0,91181760,FALSE,,,California Street,tertiary,,80.185,"LINESTRING (-122.4117314 37.7917247, -122.411103 37.7918038, -122.4109467 37.7918234, -122.4108302 37.791838)",,,,
65295324,65307397,0,27166421,FALSE,,,Taylor Street,unclassified,,104.298,"LINESTRING (-122.4124799 37.7916306, -122.4124829 37.7916454, -122.4125021 37.7917405, -122.412577 37.7921125, -122.4126542 37.7924979, -122.4126666 37.7925569)",,,,
65295324,65295320,0,91181760,FALSE,,,California Street,tertiary,,66.598,"LINESTRING (-122.4124799 37.7916306, -122.412385 37.7916425, -122.4117314 37.7917247)",,,,
65295324,65295328,0,100400941,FALSE,,,California Street,tertiary,,146.216,"LINESTRING (-122.4124799 37.7916306, -122.4125929 37.7916161, -122.4129514 37.79157, -122.414031 37.7914312, -122.4141223 37.7914195)",,,,
65295328,65352446,0,27166406,TRUE,2,,Jones Street,tertiary,,107.393,"LINESTRING (-122.4141223 37.7914195, -122.414119 37.7914025, -122.4141036 37.7913266, -122.4140992 37.7913049, -122.4139515 37.7905713, -122.4139302 37.7904657)",,,,
65295328,65295332,0,100400941,FALSE,,,California Street,tertiary,,146.394,"LINESTRING (-122.4141223 37.7914195, -122.4142376 37.7914047, -122.4156757 37.7912194, -122.4157666 37.7912077)",,,,
65295328,65295324,0,100400941,FALSE,,,California Street,tertiary,,146.216,"LINESTRING (-122.4141223 37.7914195, -122.414031 37.7914312, -122.4129514 37.79157, -122.4125929 37.7916161, -122.4124799 37.7916306)",,,,
65295328,65307399,0,769489484,FALSE,,,Jones Street,residential,,104.579,"LINESTRING (-122.4141223 37.7914195, -122.4141249 37.7914332, -122.4141462 37.7915383, -122.4143094 37.7923483)",,,,
65295332,65307404,0,25372932,FALSE,,,Leavenworth Street,residential,,104.899,"LINESTRING (-122.4157666 37.7912077, -122.41577 37.7912245, -122.4157901 37.791322, -122.4157957 37.7913493, -122.4158345 37.7915441, -122.4159009 37.7918728, -122.4159419 37.7920759, -122.4159547 37.7921393)",,,,
65295332,65295328,0,100400941,FALSE,,,California Street,tertiary,,146.394,"LINESTRING (-122.4157666 37.7912077, -122.4156757 37.7912194, -122.4142376 37.7914047, -122.4141223 37.7914195)",,,,
65295332,65295336,0,144346316,FALSE,,,California Street,tertiary,,146.322,"LINESTRING (-122.4157666 37.7912077, -122.4158796 37.7911934, -122.4161161 37.7911635, -122.4164681 37.7911191, -122.4167217 37.7910871, -122.4173102 37.7910127, -122.4174109 37.791)",,,,
65295336,65352454,0,26988009,TRUE,3,,Hyde Street,tertiary,,107.227,"LINESTRING (-122.4174109 37.791, -122.4174084 37.7909879, -122.4173914 37.7909055, -122.4173834 37.7908665, -122.4173626 37.7907618, -122.4173342 37.7906192, -122.4172466 37.7901786, -122.4172205 37.7900475)",,,,
65295336,65295337,0,144346316,FALSE,,,California Street,tertiary,,146.536,"LINESTRING (-122.4174109 37.791, -122.4175196 37.7909864, -122.4189655 37.7908051, -122.4190579 37.7907935)",,,,
65295336,65295332,0,144346316,FALSE,,,California Street,tertiary,,146.322,"LINESTRING (-122.4174109 37.791, -122.4173102 37.7910127, -122.4167217 37.7910871, -122.4164681 37.7911191, -122.4161161 37.7911635, -122.4158796 37.7911934, -122.4157666 37.7912077)",,,,
65295336,65307408,0,770522074,FALSE,2,,Hyde Street,tertiary,,104.785,"LINESTRING (-122.4174109 37.791, -122.4174134 37.7910123, -122.4174322 37.7911046, -122.4174389 37.7911378, -122.4175886 37.7918728, -122.4176003 37.7919304)",,,,
65295337,65307412,0,27167298,FALSE,,,Larkin Street,residential,,104.501,"LINESTRING (-122.4190579 37.7907935, -122.4190605 37.7908064, -122.419079 37.790898, -122.419245 37.7917216)",,,,
65295337,65295340,0,144346316,FALSE,,,California Street,tertiary,,146.282,"LINESTRING (-122.4190579 37.7907935, -122.4191625 37.7907802, -122.4201722 37.7906501, -122.4206068 37.7905963, -122.4207014 37.7905842)",,,,
65295337,65295336,0,144346316,FALSE,,,California Street,tertiary,,146.536,"LINESTRING (-122.4190579 37.7907935, -122.4189655 37.7908051, -122.4175196 37.7909864, -122.4174109 37.791)",,,,
65295340,258758545,0,30035754,TRUE,2,,California Street,tertiary,,138.359,"LINESTRING (-122.4207014 37.7905842, -122.4207349 37.7905926, -122.4208029 37.7906095, -122.4221743 37.7904383, -122.4222521 37.7904246)",,,,
65295340,65295337,0,144346316,FALSE,,,California Street,tertiary,,146.282,"LINESTRING (-122.4207014 37.7905842, -122.4206068 37.7905963, -122.4201722 37.7906501, -122.4191625 37.7907802, -122.4190579 37.7907935)",,,,
65295340,65307414,0,212214144,FALSE,2,,Polk Street,tertiary,25 mph,104.557,"LINESTRING (-122.4207014 37.7905842, -122.4207039 37.7905964, -122.4207234 37.7906929, -122.4208894 37.7915127)",,,,
65295340,65327169,0,686246699,FALSE,2,,Polk Street,tertiary,25 mph,107.486,"LINESTRING (-122.4207014 37.7905842, -122.4206986 37.7905705, -122.4206813 37.7904848, -122.4205089 37.7896296)",,,,
65295342,9691602733,0,142961025,TRUE,2,,California Street,tertiary,,6.279,"LINESTRING (-122.4224559 37.7903204, -122.422385 37.7903274)",,,,
65295342,65352459,0,527829963,TRUE,3,US 101,Van Ness Avenue,trunk,25 mph,103.056,"LINESTRING (-122.4224559 37.7903204, -122.4224422 37.7902718, -122.4223908 37.7900099, -122.4223402 37.7897638, -122.4222858 37.7894913, -122.4222656 37.789406)",,,,
65295345,65295342,0,142961031,TRUE,2,,California Street,tertiary,,136.54,"LINESTRING (-122.4239912 37.7901653, -122.423883 37.7901486, -122.4237512 37.7901633, -122.4225351 37.7903098, -122.4224559 37.7903204)",,,,
65295345,65295347,0,"[513971227, 619378867]",FALSE,"['4', '5']",,California Street,tertiary,,146.406,"LINESTRING (-122.4239912 37.7901653, -122.4240943 37.7901522, -122.4242816 37.7901284, -122.425535 37.7899688, -122.4256361 37.7899559)",,,,
65295345,6710688121,0,"[714016923, 513976292, 513976293]",TRUE,"['4', '3']",,Franklin Street,secondary,25 mph,104.87,"LINESTRING (-122.4239912 37.7901653, -122.4240121 37.7902693, -122.4240816 37.7906208, -122.4241655 37.7910077, -122.4241848 37.7910959)",,,,
65295347,65329111,0,27398072,TRUE,3,,Gough Street,tertiary,25 mph,107.366,"LINESTRING (-122.4256361 37.7899559, -122.4256164 37.7898595, -122.4254592 37.7890907, -122.4254412 37.7890027)",,,,
65295347,65295349,0,414979750,FALSE,4,,California Street,tertiary,,146.313,"LINESTRING (-122.4256361 37.7899559, -122.4257323 37.7899437, -122.4271871 37.7897584, -122.42728 37.7897469)",,,,
65295347,65295345,0,"[513971227, 619378867]",FALSE,"['4', '5']",,California Street,tertiary,,146.406,"LINESTRING (-122.4256361 37.7899559, -122.425535 37.7899688, -122.4242816 37.7901284, -122.4240943 37.7901522, -122.4239912 37.7901653)",,,,
65295349,5283675522,0,12247497,FALSE,,,Octavia Street,residential,25 mph,104.719,"LINESTRING (-122.42728 37.7897469, -122.4273006 37.7898485, -122.4274504 37.7905912, -122.4274528 37.790603, -122.4274677 37.7906769)",,,,
65295349,65351407,0,12247497,FALSE,,,Octavia Street,residential,25 mph,107.361,"LINESTRING (-122.42728 37.7897469, -122.4272608 37.7896515, -122.4271052 37.7888795, -122.4270878 37.7887934)",,,,
65295349,65295352,0,414979750,FALSE,4,,California Street,tertiary,,146.306,"LINESTRING (-122.42728 37.7897469, -122.4273692 37.7897352, -122.428837 37.7895482, -122.4289237 37.7895373)",,,,
65295349,65295347,0,414979750,FALSE,4,,California Street,tertiary,,146.313,"LINESTRING (-122.42728 37.7897469, -122.4271871 37.7897584, -122.4257323 37.7899437, -122.4256361 37.7899559)",,,,
65295352,65292742,0,142961038,FALSE,4,,California Street,tertiary,,146.203,"LINESTRING (-122.4289237 37.7895373, -122.429021 37.7895249, -122.4304744 37.7893399, -122.4304862 37.7893384, -122.4305663 37.7893282)",,,,
65295352,173176449,0,398677930,FALSE,,,Laguna Street,residential,,104.662,"LINESTRING (-122.4289237 37.7895373, -122.428945 37.7896453, -122.4290948 37.7903851, -122.429097 37.790396, -122.4291113 37.7904668)",,,,
65295352,65295349,0,414979750,FALSE,4,,California Street,tertiary,,146.306,"LINESTRING (-122.4289237 37.7895373, -122.428837 37.7895482, -122.4273692 37.7897352, -122.42728 37.7897469)",,,,
65295352,65319030,0,414979751,FALSE,,,Laguna Street,residential,25 mph,107.284,"LINESTRING (-122.4289237 37.7895373, -122.4289062 37.7894506, -122.4289047 37.7894433, -122.4287484 37.7886684, -122.4287315 37.7885845)",,,,
65295355,65307438,0,24335482,FALSE,,,Webster Street,unclassified,,104.583,"LINESTRING (-122.4322094 37.7891189, -122.4322309 37.7892236, -122.4323831 37.7899647, -122.4323858 37.7899779, -122.4324 37.7900473)",,,,
65295355,65328348,0,30831679,FALSE,,,Webster Street,tertiary,,107.196,"LINESTRING (-122.4322094 37.7891189, -122.4321902 37.7890236, -122.4321547 37.7888468, -122.432141 37.7887787, -122.4320347 37.7882501, -122.4320179 37.7881668)",,,,
65295355,65292742,0,142961038,FALSE,4,,California Street,tertiary,,146.25,"LINESTRING (-122.4322094 37.7891189, -122.4321172 37.7891306, -122.43066 37.7893162, -122.4305663 37.7893282)",,,,
65295355,65295359,0,514597916,FALSE,4,,California Street,tertiary,,73.259,"LINESTRING (-122.4322094 37.7891189, -122.4323055 37.7891067, -122.432342 37.7891036, -122.4324729 37.789087, -122.4330329 37.7890165)",,,,
65295359,65350912,0,8920048,FALSE,,,Orben Place,residential,,107.446,"LINESTRING (-122.4330329 37.7890165, -122.4330207 37.7889551, -122.4328597 37.788128, -122.432843 37.788062)",,,,
65295359,65295361,0,514597916,FALSE,4,,California Street,tertiary,,73.367,"LINESTRING (-122.4330329 37.7890165, -122.4337616 37.7889213, -122.4338567 37.7889092)",,,,
65295359,65295355,0,514597916,FALSE,4,,California Street,tertiary,,73.259,"LINESTRING (-122.4330329 37.7890165, -122.4324729 37.789087, -122.432342 37.7891036, -122.4323055 37.7891067, -122.4322094 37.7891189)",,,,
65295361,65295364,0,254396708,FALSE,4,,California Street,tertiary,,146.28,"LINESTRING (-122.4338567 37.7889092, -122.4339497 37.7888974, -122.4340558 37.788884, -122.4340881 37.7888799, -122.4347873 37.7887914, -122.4348221 37.788787, -122.4350723 37.7887553, -122.4354071 37.788713, -122.4355004 37.7887012)",,,,
65295361,65352464,0,"[718500668, 254396711]",FALSE,2,,Fillmore Street,tertiary,,107.158,"LINESTRING (-122.4338567 37.7889092, -122.4338373 37.7888136, -122.4337297 37.7882819, -122.4337057 37.7881631, -122.433681 37.7880412, -122.4336641 37.7879576)",,,,
65295361,65295359,0,514597916,FALSE,4,,California Street,tertiary,,73.367,"LINESTRING (-122.4338567 37.7889092, -122.4337616 37.7889213, -122.4330329 37.7890165)",,,,
65295361,65307440,0,"[718500672, 718501470]",FALSE,2,,Fillmore Street,tertiary,,104.536,"LINESTRING (-122.4338567 37.7889092, -122.4338773 37.7890118, -122.4339869 37.7895577, -122.4340252 37.7897486, -122.4340292 37.7897683, -122.4340431 37.7898377)",,,,
65295364,65348285,0,224199020,FALSE,,,Steiner Street,residential,,107.467,"LINESTRING (-122.4355004 37.7887012, -122.4354811 37.7886054, -122.435434 37.7883737, -122.4354184 37.7882946, -122.43539 37.7881542, -122.4353258 37.7878385, -122.4353078 37.7877468)",,,,
65295364,65295361,0,254396708,FALSE,4,,California Street,tertiary,,146.28,"LINESTRING (-122.4355004 37.7887012, -122.4354071 37.788713, -122.4350723 37.7887553, -122.4348221 37.788787, -122.4347873 37.7887914, -122.4340881 37.7888799, -122.4340558 37.788884, -122.4339497 37.7888974, -122.4338567 37.7889092)",,,,
65295364,65307443,0,"[224199019, 718500669]",FALSE,,,Steiner Street,residential,,104.359,"LINESTRING (-122.4355004 37.7887012, -122.4355248 37.7888176, -122.4355345 37.7888639, -122.4355426 37.7889044, -122.4355681 37.7890236, -122.4355984 37.7891773, -122.4356709 37.7895443, -122.4356734 37.7895569, -122.4356874 37.789628)",,,,
65296192,65296202,0,8916415,FALSE,,,Treat Avenue,residential,,91.231,"LINESTRING (-122.4117781 37.7687136, -122.4118903 37.7686468, -122.4119347 37.7686173, -122.4120681 37.7685147, -122.4121793 37.7684133, -122.4122772 37.7683066, -122.4123561 37.7681992, -122.4124247 37.7680852)",,,,
65296192,1677798455,0,8920626,FALSE,,,Division Street,residential,,90.75,"LINESTRING (-122.4117781 37.7687136, -122.4116179 37.7687987, -122.4114788 37.7688613, -122.4113115 37.7689222, -122.4111347 37.7689698, -122.4109797 37.7689995, -122.4108329 37.7690193)",,,,
65296202,65296192,0,8916415,FALSE,,,Treat Avenue,residential,,91.231,"LINESTRING (-122.4124247 37.7680852, -122.4123561 37.7681992, -122.4122772 37.7683066, -122.4121793 37.7684133, -122.4120681 37.7685147, -122.4119347 37.7686173, -122.4118903 37.7686468, -122.4117781 37.7687136)",,,,
65296202,65303914,0,25821940,FALSE,,,Alameda Street,unclassified,,84.538,"LINESTRING (-122.4124247 37.7680852, -122.4133186 37.7680306, -122.4133836 37.7680266)",,,,
65296271,65294602,0,8916338,FALSE,2,,Rhode Island Street,residential,,132.444,"LINESTRING (-122.4030693 37.7698379, -122.4029961 37.7690946, -122.402962 37.7687574, -122.4029523 37.7686504)",,,,
65296271,300444895,0,218146840,FALSE,,,Division Street,tertiary,,32.608,"LINESTRING (-122.4030693 37.7698379, -122.403239 37.7698297, -122.4034396 37.7698201)",,,,
65296271,65320166,0,224384015,FALSE,2,,Division Street,tertiary,,73.095,"LINESTRING (-122.4030693 37.7698379, -122.402781 37.7698545, -122.4025288 37.7698697, -122.4024493 37.7698867, -122.4023921 37.7699118, -122.4023846 37.7699164, -122.4023442 37.7699408, -122.4022848 37.7699849)",,,,
65296309,65314390,0,27145510,FALSE,,,Duboce Avenue,residential,,79.68,"LINESTRING (-122.4358192 37.7690611, -122.4357136 37.7690672, -122.4352394 37.7690945, -122.4351793 37.769098, -122.435054 37.7691052, -122.4349151 37.7691132)",,,,
65296309,4018939403,0,"[406582610, 406582612]",FALSE,3,,Castro Street,secondary,,85.571,"LINESTRING (-122.4358192 37.7690611, -122.4358332 37.7691039, -122.4358509 37.7691474, -122.4358977 37.7692361, -122.435903 37.7692463, -122.4359589 37.7693525, -122.4359857 37.7694013, -122.4360476 37.7694983, -122.4360967 37.7695753, -122.4361559 37.7696611, -122.4362253 37.7697584)",,,,
65296309,65296310,0,"[515461616, 437962966, 26938799]",FALSE,"['2', '3']",,Castro Street,secondary,,192.371,"LINESTRING (-122.4358192 37.7690611, -122.4358112 37.7690213, -122.4358059 37.7689748, -122.4358032 37.7689438, -122.4357788 37.7686907, -122.4357412 37.7683012, -122.4357378 37.7682654, -122.4356913 37.7677835, -122.4356715 37.7675784, -122.4356589 37.7674473, -122.4356555 37.7674191, -122.4356482 37.7673365)",,,,
65296310,65309790,0,"[34129168, 515461612]",FALSE,3,,14th Street,tertiary,,195.82,"LINESTRING (-122.4356482 37.7673365, -122.4355396 37.7673426, -122.4347822 37.767385, -122.4339655 37.7674308, -122.4337282 37.7674441, -122.4335924 37.7674517, -122.4335444 37.7674543, -122.433426 37.7674609)",,,,
65296310,65296309,0,"[515461616, 437962966, 26938799]",FALSE,"['2', '3']",,Castro Street,secondary,,192.371,"LINESTRING (-122.4356482 37.7673365, -122.4356555 37.7674191, -122.4356589 37.7674473, -122.4356715 37.7675784, -122.4356913 37.7677835, -122.4357378 37.7682654, -122.4357412 37.7683012, -122.4357788 37.7686907, -122.4358032 37.7689438, -122.4358059 37.7689748, -122.4358112 37.7690213, -122.4358192 37.7690611)",,,,
65296794,65296797,0,"[397130970, 88142686]",FALSE,4,,Bay Street,primary,25 mph,108.225,"LINESTRING (-122.4059603 37.8066266, -122.4060651 37.8065937, -122.4061205 37.8065837, -122.4065005 37.8065305, -122.4069783 37.8064623, -122.4070868 37.8064468, -122.4071661 37.8064355)",,,,
65296794,33241803,0,"[88142688, 396935396, 396935399, 396935402, 396935405]",TRUE,"['2', '3']",,The Embarcadero,primary,30 mph,283.065,"LINESTRING (-122.4059603 37.8066266, -122.4058455 37.8065662, -122.4048847 37.8060639, -122.4047788 37.8059972, -122.4044458 37.8057581, -122.4041014 37.8055105, -122.4039891 37.8054242, -122.4035645 37.8051227, -122.4035267 37.8050962, -122.4034504 37.8050417)",,,,
65296794,3719529499,0,368095536,TRUE,,,Bay Street,primary,,8.51,"LINESTRING (-122.4059603 37.8066266, -122.4059215 37.8066772, -122.4059146 37.8066937)",,,,
65296797,65296804,0,254299112,FALSE,4,,Bay Street,primary,25 mph,208.267,"LINESTRING (-122.4071661 37.8064355, -122.4072612 37.8064234, -122.4076475 37.8063741, -122.4091234 37.8061858, -122.4091532 37.806182, -122.4093336 37.8061581, -122.4095064 37.806137)",,,,
65296797,65296794,0,"[397130970, 88142686]",FALSE,4,,Bay Street,primary,25 mph,108.225,"LINESTRING (-122.4071661 37.8064355, -122.4070868 37.8064468, -122.4069783 37.8064623, -122.4065005 37.8065305, -122.4061205 37.8065837, -122.4060651 37.8065937, -122.4059603 37.8066266)",,,,
65296797,65303198,0,425516680,FALSE,,,Kearny Street,residential,,105.093,"LINESTRING (-122.4071661 37.8064355, -122.4071516 37.8063521, -122.4071071 37.8061369, -122.4070656 37.8059518, -122.4070371 37.8058243, -122.4069775 37.8055023)",,,,
65296797,258965840,0,"[619535770, 254299124, 706534245]",FALSE,,,Kearny Street,residential,,107.022,"LINESTRING (-122.4071661 37.8064355, -122.4071787 37.8065352, -122.4072736 37.8070087, -122.4073163 37.807223, -122.4074211 37.8073668)",,,,
65296804,65303246,0,8919717,TRUE,,,Midway Street,residential,,105.162,"LINESTRING (-122.4095064 37.806137, -122.4094905 37.8060595, -122.4093144 37.8052035)",,,,
65296804,65296806,0,254299112,FALSE,4,,Bay Street,primary,25 mph,73.379,"LINESTRING (-122.4095064 37.806137, -122.4102442 37.8060442, -122.4103317 37.8060358)",,,,
65296804,65296797,0,254299112,FALSE,4,,Bay Street,primary,25 mph,208.267,"LINESTRING (-122.4095064 37.806137, -122.4093336 37.8061581, -122.4091532 37.806182, -122.4091234 37.8061858, -122.4076475 37.8063741, -122.4072612 37.8064234, -122.4071661 37.8064355)",,,,
65296806,65296808,0,254299112,FALSE,4,,Bay Street,primary,25 mph,145.846,"LINESTRING (-122.4103317 37.8060358, -122.4104333 37.8060253, -122.4118788 37.8058418, -122.4119718 37.8058335)",,,,
